instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
10290434,40197,NIFTY25N1126850CE,NIFTY,0,2025-11-11,26850,0.05,75,CE,NFO-OPT,NFO
10291714,40202,NIFTY25N1126850PE,NIFTY,0,2025-11-11,26850,0.05,75,PE,NFO-OPT,NFO
10289666,40194,NIFTY25N1126800CE,NIFTY,0,2025-11-11,26800,0.05,75,CE,NFO-OPT,NFO
10290178,40196,NIFTY25N1126800PE,NIFTY,0,2025-11-11,26800,0.05,75,PE,NFO-OPT,NFO
10288642,40190,NIFTY25N1126750CE,NIFTY,0,2025-11-11,26750,0.05,75,CE,NFO-OPT,NFO
10288898,40191,NIFTY25N1126750PE,NIFTY,0,2025-11-11,26750,0.05,75,PE,NFO-OPT,NFO
10287106,40184,NIFTY25N1126700CE,NIFTY,0,2025-11-11,26700,0.05,75,CE,NFO-OPT,NFO
10287362,40185,NIFTY25N1126700PE,NIFTY,0,2025-11-11,26700,0.05,75,PE,NFO-OPT,NFO
10286594,40182,NIFTY25N1126650CE,NIFTY,0,2025-11-11,26650,0.05,75,CE,NFO-OPT,NFO
10286850,40183,NIFTY25N1126650PE,NIFTY,0,2025-11-11,26650,0.05,75,PE,NFO-OPT,NFO
10285570,40178,NIFTY25N1126600CE,NIFTY,0,2025-11-11,26600,0.05,75,CE,NFO-OPT,NFO
10285826,40179,NIFTY25N1126600PE,NIFTY,0,2025-11-11,26600,0.05,75,PE,NFO-OPT,NFO
10284034,40172,NIFTY25N1126550CE,NIFTY,0,2025-11-11,26550,0.05,75,CE,NFO-OPT,NFO
10285314,40177,NIFTY25N1126550PE,NIFTY,0,2025-11-11,26550,0.05,75,PE,NFO-OPT,NFO
10283522,40170,NIFTY25N1126500CE,NIFTY,0,2025-11-11,26500,0.05,75,CE,NFO-OPT,NFO
10283778,40171,NIFTY25N1126500PE,NIFTY,0,2025-11-11,26500,0.05,75,PE,NFO-OPT,NFO
10282498,40166,NIFTY25N1126450CE,NIFTY,0,2025-11-11,26450,0.05,75,CE,NFO-OPT,NFO
10282754,40167,NIFTY25N1126450PE,NIFTY,0,2025-11-11,26450,0.05,75,PE,NFO-OPT,NFO
10281986,40164,NIFTY25N1126400CE,NIFTY,0,2025-11-11,26400,0.05,75,CE,NFO-OPT,NFO
10282242,40165,NIFTY25N1126400PE,NIFTY,0,2025-11-11,26400,0.05,75,PE,NFO-OPT,NFO
10280706,40159,NIFTY25N1126350CE,NIFTY,0,2025-11-11,26350,0.05,75,CE,NFO-OPT,NFO
10267906,40109,NIFTY25N1125550CE,NIFTY,0,2025-11-11,25550,0.05,75,CE,NFO-OPT,NFO
10268674,40112,NIFTY25N1125550PE,NIFTY,0,2025-11-11,25550,0.05,75,PE,NFO-OPT,NFO
10264322,40095,NIFTY25N1125500CE,NIFTY,0,2025-11-11,25500,0.05,75,CE,NFO-OPT,NFO
10264578,40096,NIFTY25N1125500PE,NIFTY,0,2025-11-11,25500,0.05,75,PE,NFO-OPT,NFO
10263810,40093,NIFTY25N1125450CE,NIFTY,0,2025-11-11,25450,0.05,75,CE,NFO-OPT,NFO
10264066,40094,NIFTY25N1125450PE,NIFTY,0,2025-11-11,25450,0.05,75,PE,NFO-OPT,NFO
10262274,40087,NIFTY25N1125400CE,NIFTY,0,2025-11-11,25400,0.05,75,CE,NFO-OPT,NFO
10262530,40088,NIFTY25N1125400PE,NIFTY,0,2025-11-11,25400,0.05,75,PE,NFO-OPT,NFO
10261250,40083,NIFTY25N1125350CE,NIFTY,0,2025-11-11,25350,0.05,75,CE,NFO-OPT,NFO
10261762,40085,NIFTY25N1125350PE,NIFTY,0,2025-11-11,25350,0.05,75,PE,NFO-OPT,NFO
10260482,40080,NIFTY25N1125300CE,NIFTY,0,2025-11-11,25300,0.05,75,CE,NFO-OPT,NFO
10260994,40082,NIFTY25N1125300PE,NIFTY,0,2025-11-11,25300,0.05,75,PE,NFO-OPT,NFO
10259970,40078,NIFTY25N1125250CE,NIFTY,0,2025-11-11,25250,0.05,75,CE,NFO-OPT,NFO
10260226,40079,NIFTY25N1125250PE,NIFTY,0,2025-11-11,25250,0.05,75,PE,NFO-OPT,NFO
10257666,40069,NIFTY25N1125200CE,NIFTY,0,2025-11-11,25200,0.05,75,CE,NFO-OPT,NFO
10257922,40070,NIFTY25N1125200PE,NIFTY,0,2025-11-11,25200,0.05,75,PE,NFO-OPT,NFO
10256130,40063,NIFTY25N1125150CE,NIFTY,0,2025-11-11,25150,0.05,75,CE,NFO-OPT,NFO
10256386,40064,NIFTY25N1125150PE,NIFTY,0,2025-11-11,25150,0.05,75,PE,NFO-OPT,NFO
10253826,40054,NIFTY25N1125100CE,NIFTY,0,2025-11-11,25100,0.05,75,CE,NFO-OPT,NFO
10254850,40058,NIFTY25N1125100PE,NIFTY,0,2025-11-11,25100,0.05,75,PE,NFO-OPT,NFO
10253314,40052,NIFTY25N1125050CE,NIFTY,0,2025-11-11,25050,0.05,75,CE,NFO-OPT,NFO
10253570,40053,NIFTY25N1125050PE,NIFTY,0,2025-11-11,25050,0.05,75,PE,NFO-OPT,NFO
10249474,40037,NIFTY25N1125000CE,NIFTY,0,2025-11-11,25000,0.05,75,CE,NFO-OPT,NFO
10249730,40038,NIFTY25N1125000PE,NIFTY,0,2025-11-11,25000,0.05,75,PE,NFO-OPT,NFO
10248962,40035,NIFTY25N1124950CE,NIFTY,0,2025-11-11,24950,0.05,75,CE,NFO-OPT,NFO
10249218,40036,NIFTY25N1124950PE,NIFTY,0,2025-11-11,24950,0.05,75,PE,NFO-OPT,NFO
10248450,40033,NIFTY25N1124900CE,NIFTY,0,2025-11-11,24900,0.05,75,CE,NFO-OPT,NFO
10248706,40034,NIFTY25N1124900PE,NIFTY,0,2025-11-11,24900,0.05,75,PE,NFO-OPT,NFO
10246914,40027,NIFTY25N1124850CE,NIFTY,0,2025-11-11,24850,0.05,75,CE,NFO-OPT,NFO
10247170,40028,NIFTY25N1124850PE,NIFTY,0,2025-11-11,24850,0.05,75,PE,NFO-OPT,NFO
10244866,40019,NIFTY25N1124800CE,NIFTY,0,2025-11-11,24800,0.05,75,CE,NFO-OPT,NFO
10245122,40020,NIFTY25N1124800PE,NIFTY,0,2025-11-11,24800,0.05,75,PE,NFO-OPT,NFO
10243074,40012,NIFTY25N1124750CE,NIFTY,0,2025-11-11,24750,0.05,75,CE,NFO-OPT,NFO
10243330,40013,NIFTY25N1124750PE,NIFTY,0,2025-11-11,24750,0.05,75,PE,NFO-OPT,NFO
10242050,40008,NIFTY25N1124700CE,NIFTY,0,2025-11-11,24700,0.05,75,CE,NFO-OPT,NFO
10242306,40009,NIFTY25N1124700PE,NIFTY,0,2025-11-11,24700,0.05,75,PE,NFO-OPT,NFO
10241282,40005,NIFTY25N1124650CE,NIFTY,0,2025-11-11,24650,0.05,75,CE,NFO-OPT,NFO
10241538,40006,NIFTY25N1124650PE,NIFTY,0,2025-11-11,24650,0.05,75,PE,NFO-OPT,NFO
10239234,39997,NIFTY25N1124600CE,NIFTY,0,2025-11-11,24600,0.05,75,CE,NFO-OPT,NFO
10239490,39998,NIFTY25N1124600PE,NIFTY,0,2025-11-11,24600,0.05,75,PE,NFO-OPT,NFO
10238722,39995,NIFTY25N1124550CE,NIFTY,0,2025-11-11,24550,0.05,75,CE,NFO-OPT,NFO
10238978,39996,NIFTY25N1124550PE,NIFTY,0,2025-11-11,24550,0.05,75,PE,NFO-OPT,NFO
10233858,39976,NIFTY25N1124500CE,NIFTY,0,2025-11-11,24500,0.05,75,CE,NFO-OPT,NFO
10234626,39979,NIFTY25N1124500PE,NIFTY,0,2025-11-11,24500,0.05,75,PE,NFO-OPT,NFO
10232834,39972,NIFTY25N1124450CE,NIFTY,0,2025-11-11,24450,0.05,75,CE,NFO-OPT,NFO
10233602,39975,NIFTY25N1124450PE,NIFTY,0,2025-11-11,24450,0.05,75,PE,NFO-OPT,NFO
10232322,39970,NIFTY25N1124400CE,NIFTY,0,2025-11-11,24400,0.05,75,CE,NFO-OPT,NFO
10232578,39971,NIFTY25N1124400PE,NIFTY,0,2025-11-11,24400,0.05,75,PE,NFO-OPT,NFO
10231554,39967,NIFTY25N1124350CE,NIFTY,0,2025-11-11,24350,0.05,75,CE,NFO-OPT,NFO
10231810,39968,NIFTY25N1124350PE,NIFTY,0,2025-11-11,24350,0.05,75,PE,NFO-OPT,NFO
10231042,39965,NIFTY25N1124300CE,NIFTY,0,2025-11-11,24300,0.05,75,CE,NFO-OPT,NFO
10231298,39966,NIFTY25N1124300PE,NIFTY,0,2025-11-11,24300,0.05,75,PE,NFO-OPT,NFO
10230530,39963,NIFTY25N1124250CE,NIFTY,0,2025-11-11,24250,0.05,75,CE,NFO-OPT,NFO
10230786,39964,NIFTY25N1124250PE,NIFTY,0,2025-11-11,24250,0.05,75,PE,NFO-OPT,NFO
10230018,39961,NIFTY25N1124200CE,NIFTY,0,2025-11-11,24200,0.05,75,CE,NFO-OPT,NFO
10230274,39962,NIFTY25N1124200PE,NIFTY,0,2025-11-11,24200,0.05,75,PE,NFO-OPT,NFO
10229250,39958,NIFTY25N1124150CE,NIFTY,0,2025-11-11,24150,0.05,75,CE,NFO-OPT,NFO
10229762,39960,NIFTY25N1124150PE,NIFTY,0,2025-11-11,24150,0.05,75,PE,NFO-OPT,NFO
10228482,39955,NIFTY25N1124100CE,NIFTY,0,2025-11-11,24100,0.05,75,CE,NFO-OPT,NFO
10228738,39956,NIFTY25N1124100PE,NIFTY,0,2025-11-11,24100,0.05,75,PE,NFO-OPT,NFO
10227714,39952,NIFTY25N1124050CE,NIFTY,0,2025-11-11,24050,0.05,75,CE,NFO-OPT,NFO
10228226,39954,NIFTY25N1124050PE,NIFTY,0,2025-11-11,24050,0.05,75,PE,NFO-OPT,NFO
10227202,39950,NIFTY25N1124000CE,NIFTY,0,2025-11-11,24000,0.05,75,CE,NFO-OPT,NFO
10227458,39951,NIFTY25N1124000PE,NIFTY,0,2025-11-11,24000,0.05,75,PE,NFO-OPT,NFO
10226690,39948,NIFTY25N1123950CE,NIFTY,0,2025-11-11,23950,0.05,75,CE,NFO-OPT,NFO
10226946,39949,NIFTY25N1123950PE,NIFTY,0,2025-11-11,23950,0.05,75,PE,NFO-OPT,NFO
10226178,39946,NIFTY25N1123900CE,NIFTY,0,2025-11-11,23900,0.05,75,CE,NFO-OPT,NFO
10226434,39947,NIFTY25N1123900PE,NIFTY,0,2025-11-11,23900,0.05,75,PE,NFO-OPT,NFO
10225666,39944,NIFTY25N1123850CE,NIFTY,0,2025-11-11,23850,0.05,75,CE,NFO-OPT,NFO
10225922,39945,NIFTY25N1123850PE,NIFTY,0,2025-11-11,23850,0.05,75,PE,NFO-OPT,NFO
10222594,39932,NIFTY25N1123800CE,NIFTY,0,2025-11-11,23800,0.05,75,CE,NFO-OPT,NFO
10222850,39933,NIFTY25N1123800PE,NIFTY,0,2025-11-11,23800,0.05,75,PE,NFO-OPT,NFO
10221570,39928,NIFTY25N1123750CE,NIFTY,0,2025-11-11,23750,0.05,75,CE,NFO-OPT,NFO
10221826,39929,NIFTY25N1123750PE,NIFTY,0,2025-11-11,23750,0.05,75,PE,NFO-OPT,NFO
10220802,39925,NIFTY25N1123700CE,NIFTY,0,2025-11-11,23700,0.05,75,CE,NFO-OPT,NFO
10221058,39926,NIFTY25N1123700PE,NIFTY,0,2025-11-11,23700,0.05,75,PE,NFO-OPT,NFO
10220290,39923,NIFTY25N1123650CE,NIFTY,0,2025-11-11,23650,0.05,75,CE,NFO-OPT,NFO
10220546,39924,NIFTY25N1123650PE,NIFTY,0,2025-11-11,23650,0.05,75,PE,NFO-OPT,NFO
10219778,39921,NIFTY25N1123600CE,NIFTY,0,2025-11-11,23600,0.05,75,CE,NFO-OPT,NFO
10220034,39922,NIFTY25N1123600PE,NIFTY,0,2025-11-11,23600,0.05,75,PE,NFO-OPT,NFO
10219266,39919,NIFTY25N1123550CE,NIFTY,0,2025-11-11,23550,0.05,75,CE,NFO-OPT,NFO
10219522,39920,NIFTY25N1123550PE,NIFTY,0,2025-11-11,23550,0.05,75,PE,NFO-OPT,NFO
10218754,39917,NIFTY25N1123500CE,NIFTY,0,2025-11-11,23500,0.05,75,CE,NFO-OPT,NFO
10219010,39918,NIFTY25N1123500PE,NIFTY,0,2025-11-11,23500,0.05,75,PE,NFO-OPT,NFO
10218242,39915,NIFTY25N1123450CE,NIFTY,0,2025-11-11,23450,0.05,75,CE,NFO-OPT,NFO
10218498,39916,NIFTY25N1123450PE,NIFTY,0,2025-11-11,23450,0.05,75,PE,NFO-OPT,NFO
10217474,39912,NIFTY25N1123400CE,NIFTY,0,2025-11-11,23400,0.05,75,CE,NFO-OPT,NFO
10217730,39913,NIFTY25N1123400PE,NIFTY,0,2025-11-11,23400,0.05,75,PE,NFO-OPT,NFO
10216706,39909,NIFTY25N1123350CE,NIFTY,0,2025-11-11,23350,0.05,75,CE,NFO-OPT,NFO
10216962,39910,NIFTY25N1123350PE,NIFTY,0,2025-11-11,23350,0.05,75,PE,NFO-OPT,NFO
10216194,39907,NIFTY25N1123300CE,NIFTY,0,2025-11-11,23300,0.05,75,CE,NFO-OPT,NFO
10216450,39908,NIFTY25N1123300PE,NIFTY,0,2025-11-11,23300,0.05,75,PE,NFO-OPT,NFO
11340034,44297,NIFTY25N1825950CE,NIFTY,0,2025-11-18,25950,0.05,75,CE,NFO-OPT,NFO
11340290,44298,NIFTY25N1825950PE,NIFTY,0,2025-11-18,25950,0.05,75,PE,NFO-OPT,NFO
11340802,44300,NIFTY25N1826000CE,NIFTY,0,2025-11-18,26000,0.05,75,CE,NFO-OPT,NFO
11341826,44304,NIFTY25N1826000PE,NIFTY,0,2025-11-18,26000,0.05,75,PE,NFO-OPT,NFO
11339010,44293,NIFTY25N1825900CE,NIFTY,0,2025-11-18,25900,0.05,75,CE,NFO-OPT,NFO
11339778,44296,NIFTY25N1825900PE,NIFTY,0,2025-11-18,25900,0.05,75,PE,NFO-OPT,NFO
11342082,44305,NIFTY25N1826050CE,NIFTY,0,2025-11-18,26050,0.05,75,CE,NFO-OPT,NFO
11342850,44308,NIFTY25N1826050PE,NIFTY,0,2025-11-18,26050,0.05,75,PE,NFO-OPT,NFO
11337986,44289,NIFTY25N1825850CE,NIFTY,0,2025-11-18,25850,0.05,75,CE,NFO-OPT,NFO
11338242,44290,NIFTY25N1825850PE,NIFTY,0,2025-11-18,25850,0.05,75,PE,NFO-OPT,NFO
11343106,44309,NIFTY25N1826100CE,NIFTY,0,2025-11-18,26100,0.05,75,CE,NFO-OPT,NFO
11343362,44310,NIFTY25N1826100PE,NIFTY,0,2025-11-18,26100,0.05,75,PE,NFO-OPT,NFO
11336962,44285,NIFTY25N1825800CE,NIFTY,0,2025-11-18,25800,0.05,75,CE,NFO-OPT,NFO
11337730,44288,NIFTY25N1825800PE,NIFTY,0,2025-11-18,25800,0.05,75,PE,NFO-OPT,NFO
11343618,44311,NIFTY25N1826150CE,NIFTY,0,2025-11-18,26150,0.05,75,CE,NFO-OPT,NFO
11343874,44312,NIFTY25N1826150PE,NIFTY,0,2025-11-18,26150,0.05,75,PE,NFO-OPT,NFO
11336450,44283,NIFTY25N1825750CE,NIFTY,0,2025-11-18,25750,0.05,75,CE,NFO-OPT,NFO
11336706,44284,NIFTY25N1825750PE,NIFTY,0,2025-11-18,25750,0.05,75,PE,NFO-OPT,NFO
11344130,44313,NIFTY25N1826200CE,NIFTY,0,2025-11-18,26200,0.05,75,CE,NFO-OPT,NFO
11344386,44314,NIFTY25N1826200PE,NIFTY,0,2025-11-18,26200,0.05,75,PE,NFO-OPT,NFO
11335426,44279,NIFTY25N1825700CE,NIFTY,0,2025-11-18,25700,0.05,75,CE,NFO-OPT,NFO
11335682,44280,NIFTY25N1825700PE,NIFTY,0,2025-11-18,25700,0.05,75,PE,NFO-OPT,NFO
11344642,44315,NIFTY25N1826250CE,NIFTY,0,2025-11-18,26250,0.05,75,CE,NFO-OPT,NFO
11345666,44319,NIFTY25N1826250PE,NIFTY,0,2025-11-18,26250,0.05,75,PE,NFO-OPT,NFO
11334914,44277,NIFTY25N1825650CE,NIFTY,0,2025-11-18,25650,0.05,75,CE,NFO-OPT,NFO
11335170,44278,NIFTY25N1825650PE,NIFTY,0,2025-11-18,25650,0.05,75,PE,NFO-OPT,NFO
11345922,44320,NIFTY25N1826300CE,NIFTY,0,2025-11-18,26300,0.05,75,CE,NFO-OPT,NFO
11346434,44322,NIFTY25N1826300PE,NIFTY,0,2025-11-18,26300,0.05,75,PE,NFO-OPT,NFO
11333378,44271,NIFTY25N1825600CE,NIFTY,0,2025-11-18,25600,0.05,75,CE,NFO-OPT,NFO
11334658,44276,NIFTY25N1825600PE,NIFTY,0,2025-11-18,25600,0.05,75,PE,NFO-OPT,NFO
11346946,44324,NIFTY25N1826350PE,NIFTY,0,2025-11-18,26350,0.05,75,PE,NFO-OPT,NFO
11366146,44399,NIFTY25N1827700CE,NIFTY,0,2025-11-18,27700,0.05,75,CE,NFO-OPT,NFO
11366402,44400,NIFTY25N1827700PE,NIFTY,0,2025-11-18,27700,0.05,75,PE,NFO-OPT,NFO
11365634,44397,NIFTY25N1827650CE,NIFTY,0,2025-11-18,27650,0.05,75,CE,NFO-OPT,NFO
11365890,44398,NIFTY25N1827650PE,NIFTY,0,2025-11-18,27650,0.05,75,PE,NFO-OPT,NFO
11365122,44395,NIFTY25N1827600CE,NIFTY,0,2025-11-18,27600,0.05,75,CE,NFO-OPT,NFO
11365378,44396,NIFTY25N1827600PE,NIFTY,0,2025-11-18,27600,0.05,75,PE,NFO-OPT,NFO
11364610,44393,NIFTY25N1827550CE,NIFTY,0,2025-11-18,27550,0.05,75,CE,NFO-OPT,NFO
11364866,44394,NIFTY25N1827550PE,NIFTY,0,2025-11-18,27550,0.05,75,PE,NFO-OPT,NFO
11363586,44389,NIFTY25N1827500CE,NIFTY,0,2025-11-18,27500,0.05,75,CE,NFO-OPT,NFO
11364354,44392,NIFTY25N1827500PE,NIFTY,0,2025-11-18,27500,0.05,75,PE,NFO-OPT,NFO
11362562,44385,NIFTY25N1827450CE,NIFTY,0,2025-11-18,27450,0.05,75,CE,NFO-OPT,NFO
11363330,44388,NIFTY25N1827450PE,NIFTY,0,2025-11-18,27450,0.05,75,PE,NFO-OPT,NFO
11361538,44381,NIFTY25N1827400CE,NIFTY,0,2025-11-18,27400,0.05,75,CE,NFO-OPT,NFO
11362306,44384,NIFTY25N1827400PE,NIFTY,0,2025-11-18,27400,0.05,75,PE,NFO-OPT,NFO
11361026,44379,NIFTY25N1827350CE,NIFTY,0,2025-11-18,27350,0.05,75,CE,NFO-OPT,NFO
11361282,44380,NIFTY25N1827350PE,NIFTY,0,2025-11-18,27350,0.05,75,PE,NFO-OPT,NFO
11360514,44377,NIFTY25N1827300CE,NIFTY,0,2025-11-18,27300,0.05,75,CE,NFO-OPT,NFO
11360770,44378,NIFTY25N1827300PE,NIFTY,0,2025-11-18,27300,0.05,75,PE,NFO-OPT,NFO
11360002,44375,NIFTY25N1827250CE,NIFTY,0,2025-11-18,27250,0.05,75,CE,NFO-OPT,NFO
11360258,44376,NIFTY25N1827250PE,NIFTY,0,2025-11-18,27250,0.05,75,PE,NFO-OPT,NFO
11359490,44373,NIFTY25N1827200CE,NIFTY,0,2025-11-18,27200,0.05,75,CE,NFO-OPT,NFO
11359746,44374,NIFTY25N1827200PE,NIFTY,0,2025-11-18,27200,0.05,75,PE,NFO-OPT,NFO
11358978,44371,NIFTY25N1827150CE,NIFTY,0,2025-11-18,27150,0.05,75,CE,NFO-OPT,NFO
11359234,44372,NIFTY25N1827150PE,NIFTY,0,2025-11-18,27150,0.05,75,PE,NFO-OPT,NFO
11358466,44369,NIFTY25N1827100CE,NIFTY,0,2025-11-18,27100,0.05,75,CE,NFO-OPT,NFO
11358722,44370,NIFTY25N1827100PE,NIFTY,0,2025-11-18,27100,0.05,75,PE,NFO-OPT,NFO
11357954,44367,NIFTY25N1827050CE,NIFTY,0,2025-11-18,27050,0.05,75,CE,NFO-OPT,NFO
11358210,44368,NIFTY25N1827050PE,NIFTY,0,2025-11-18,27050,0.05,75,PE,NFO-OPT,NFO
11355906,44359,NIFTY25N1827000CE,NIFTY,0,2025-11-18,27000,0.05,75,CE,NFO-OPT,NFO
11357698,44366,NIFTY25N1827000PE,NIFTY,0,2025-11-18,27000,0.05,75,PE,NFO-OPT,NFO
11354370,44353,NIFTY25N1826950CE,NIFTY,0,2025-11-18,26950,0.05,75,CE,NFO-OPT,NFO
11355650,44358,NIFTY25N1826950PE,NIFTY,0,2025-11-18,26950,0.05,75,PE,NFO-OPT,NFO
11353858,44351,NIFTY25N1826900CE,NIFTY,0,2025-11-18,26900,0.05,75,CE,NFO-OPT,NFO
11354114,44352,NIFTY25N1826900PE,NIFTY,0,2025-11-18,26900,0.05,75,PE,NFO-OPT,NFO
11353346,44349,NIFTY25N1826850CE,NIFTY,0,2025-11-18,26850,0.05,75,CE,NFO-OPT,NFO
11353602,44350,NIFTY25N1826850PE,NIFTY,0,2025-11-18,26850,0.05,75,PE,NFO-OPT,NFO
11352322,44345,NIFTY25N1826800CE,NIFTY,0,2025-11-18,26800,0.05,75,CE,NFO-OPT,NFO
11352834,44347,NIFTY25N1826800PE,NIFTY,0,2025-11-18,26800,0.05,75,PE,NFO-OPT,NFO
11351810,44343,NIFTY25N1826750CE,NIFTY,0,2025-11-18,26750,0.05,75,CE,NFO-OPT,NFO
11352066,44344,NIFTY25N1826750PE,NIFTY,0,2025-11-18,26750,0.05,75,PE,NFO-OPT,NFO
11351298,44341,NIFTY25N1826700CE,NIFTY,0,2025-11-18,26700,0.05,75,CE,NFO-OPT,NFO
11351554,44342,NIFTY25N1826700PE,NIFTY,0,2025-11-18,26700,0.05,75,PE,NFO-OPT,NFO
11350786,44339,NIFTY25N1826650CE,NIFTY,0,2025-11-18,26650,0.05,75,CE,NFO-OPT,NFO
11351042,44340,NIFTY25N1826650PE,NIFTY,0,2025-11-18,26650,0.05,75,PE,NFO-OPT,NFO
11350274,44337,NIFTY25N1826600CE,NIFTY,0,2025-11-18,26600,0.05,75,CE,NFO-OPT,NFO
11350530,44338,NIFTY25N1826600PE,NIFTY,0,2025-11-18,26600,0.05,75,PE,NFO-OPT,NFO
11349762,44335,NIFTY25N1826550CE,NIFTY,0,2025-11-18,26550,0.05,75,CE,NFO-OPT,NFO
11350018,44336,NIFTY25N1826550PE,NIFTY,0,2025-11-18,26550,0.05,75,PE,NFO-OPT,NFO
11348738,44331,NIFTY25N1826500CE,NIFTY,0,2025-11-18,26500,0.05,75,CE,NFO-OPT,NFO
11349506,44334,NIFTY25N1826500PE,NIFTY,0,2025-11-18,26500,0.05,75,PE,NFO-OPT,NFO
11348226,44329,NIFTY25N1826450CE,NIFTY,0,2025-11-18,26450,0.05,75,CE,NFO-OPT,NFO
11348482,44330,NIFTY25N1826450PE,NIFTY,0,2025-11-18,26450,0.05,75,PE,NFO-OPT,NFO
11347202,44325,NIFTY25N1826400CE,NIFTY,0,2025-11-18,26400,0.05,75,CE,NFO-OPT,NFO
11347970,44328,NIFTY25N1826400PE,NIFTY,0,2025-11-18,26400,0.05,75,PE,NFO-OPT,NFO
11346690,44323,NIFTY25N1826350CE,NIFTY,0,2025-11-18,26350,0.05,75,CE,NFO-OPT,NFO
11332354,44267,NIFTY25N1825550CE,NIFTY,0,2025-11-18,25550,0.05,75,CE,NFO-OPT,NFO
11333122,44270,NIFTY25N1825550PE,NIFTY,0,2025-11-18,25550,0.05,75,PE,NFO-OPT,NFO
11331842,44265,NIFTY25N1825500CE,NIFTY,0,2025-11-18,25500,0.05,75,CE,NFO-OPT,NFO
11332098,44266,NIFTY25N1825500PE,NIFTY,0,2025-11-18,25500,0.05,75,PE,NFO-OPT,NFO
11331330,44263,NIFTY25N1825450CE,NIFTY,0,2025-11-18,25450,0.05,75,CE,NFO-OPT,NFO
11331586,44264,NIFTY25N1825450PE,NIFTY,0,2025-11-18,25450,0.05,75,PE,NFO-OPT,NFO
11330306,44259,NIFTY25N1825400CE,NIFTY,0,2025-11-18,25400,0.05,75,CE,NFO-OPT,NFO
11331074,44262,NIFTY25N1825400PE,NIFTY,0,2025-11-18,25400,0.05,75,PE,NFO-OPT,NFO
11329794,44257,NIFTY25N1825350CE,NIFTY,0,2025-11-18,25350,0.05,75,CE,NFO-OPT,NFO
11330050,44258,NIFTY25N1825350PE,NIFTY,0,2025-11-18,25350,0.05,75,PE,NFO-OPT,NFO
11328258,44251,NIFTY25N1825300CE,NIFTY,0,2025-11-18,25300,0.05,75,CE,NFO-OPT,NFO
11329026,44254,NIFTY25N1825300PE,NIFTY,0,2025-11-18,25300,0.05,75,PE,NFO-OPT,NFO
11327234,44247,NIFTY25N1825250CE,NIFTY,0,2025-11-18,25250,0.05,75,CE,NFO-OPT,NFO
11328002,44250,NIFTY25N1825250PE,NIFTY,0,2025-11-18,25250,0.05,75,PE,NFO-OPT,NFO
11320066,44219,NIFTY25N1825200CE,NIFTY,0,2025-11-18,25200,0.05,75,CE,NFO-OPT,NFO
11326978,44246,NIFTY25N1825200PE,NIFTY,0,2025-11-18,25200,0.05,75,PE,NFO-OPT,NFO
11319554,44217,NIFTY25N1825150CE,NIFTY,0,2025-11-18,25150,0.05,75,CE,NFO-OPT,NFO
11319810,44218,NIFTY25N1825150PE,NIFTY,0,2025-11-18,25150,0.05,75,PE,NFO-OPT,NFO
11319042,44215,NIFTY25N1825100CE,NIFTY,0,2025-11-18,25100,0.05,75,CE,NFO-OPT,NFO
11319298,44216,NIFTY25N1825100PE,NIFTY,0,2025-11-18,25100,0.05,75,PE,NFO-OPT,NFO
11318530,44213,NIFTY25N1825050CE,NIFTY,0,2025-11-18,25050,0.05,75,CE,NFO-OPT,NFO
11318786,44214,NIFTY25N1825050PE,NIFTY,0,2025-11-18,25050,0.05,75,PE,NFO-OPT,NFO
11318018,44211,NIFTY25N1825000CE,NIFTY,0,2025-11-18,25000,0.05,75,CE,NFO-OPT,NFO
11318274,44212,NIFTY25N1825000PE,NIFTY,0,2025-11-18,25000,0.05,75,PE,NFO-OPT,NFO
11317506,44209,NIFTY25N1824950CE,NIFTY,0,2025-11-18,24950,0.05,75,CE,NFO-OPT,NFO
11317762,44210,NIFTY25N1824950PE,NIFTY,0,2025-11-18,24950,0.05,75,PE,NFO-OPT,NFO
11316994,44207,NIFTY25N1824900CE,NIFTY,0,2025-11-18,24900,0.05,75,CE,NFO-OPT,NFO
11317250,44208,NIFTY25N1824900PE,NIFTY,0,2025-11-18,24900,0.05,75,PE,NFO-OPT,NFO
11316482,44205,NIFTY25N1824850CE,NIFTY,0,2025-11-18,24850,0.05,75,CE,NFO-OPT,NFO
11316738,44206,NIFTY25N1824850PE,NIFTY,0,2025-11-18,24850,0.05,75,PE,NFO-OPT,NFO
11315970,44203,NIFTY25N1824800CE,NIFTY,0,2025-11-18,24800,0.05,75,CE,NFO-OPT,NFO
11316226,44204,NIFTY25N1824800PE,NIFTY,0,2025-11-18,24800,0.05,75,PE,NFO-OPT,NFO
11314434,44197,NIFTY25N1824750CE,NIFTY,0,2025-11-18,24750,0.05,75,CE,NFO-OPT,NFO
11315714,44202,NIFTY25N1824750PE,NIFTY,0,2025-11-18,24750,0.05,75,PE,NFO-OPT,NFO
11313922,44195,NIFTY25N1824700CE,NIFTY,0,2025-11-18,24700,0.05,75,CE,NFO-OPT,NFO
11314178,44196,NIFTY25N1824700PE,NIFTY,0,2025-11-18,24700,0.05,75,PE,NFO-OPT,NFO
11312898,44191,NIFTY25N1824650CE,NIFTY,0,2025-11-18,24650,0.05,75,CE,NFO-OPT,NFO
